	5QBDM2ESPNATXXX0494	5QBDM2ESPPOOBXX0490	BR5r-M2-ESP-POO-B-XX-1621	BR5rM2ESPNATXXX1625	MvvQ-M2-ESP-POO-A-XX-1616	MvvQM2ESPNATXXX1620	TZEpM2ESPNATXXX0504	TZEpM2ESPPOOAXX0500
Micromonospora.endophytica..Xie.et.al..2001..Li.et.al..2019	13491	10166	31709	17256	13958	13133	5996	10914
Micromonospora.rifamycinica	14181	11240	33923	18495	14094	13830	6096	9603
Micromonospora.craniellae	12651	9344	30210	16558	13107	12817	5923	9914
Micromonospora.tulbaghiae	13166	10058	31764	21845	15005	19936	6603	8805
Micromonospora.aurantiaca	35571	26163	85561	48736	36182	40240	18075	25373
Actinoplanes.sp..L3.i22	55686	45857	121019	72109	44039	58754	30049	41523
Actinoplanes.sp..OR16	45876	33577	83421	61451	29179	43305	22617	35135
Actinoplanes.sp..N902.109	37082	34536	86679	58417	30768	50322	31714	31830
Actinoplanes.missouriensis	41336	28343	70420	55789	24647	38179	19846	32443
Actinoplanes.friuliensis	35127	31759	80149	55855	28429	46831	28771	30757
Actinoplanes.ianthinogenes	37485	31211	80854	49767	29032	41206	21200	28316
Actinoplanes.teichomyceticus	37697	29698	76037	53133	27180	42565	23057	28565
Actinoplanes.derwentensis	29457	21388	53056	38349	18321	26806	13319	27047
Phytohabitans.suffuscus	39957	50252	146080	51296	74501	40180	14554	31636
Phytohabitans.flavus	31406	38075	114525	38665	57949	31328	11540	24163
Plantactinospora.sp..KBS50	19316	15070	49061	26181	19858	20331	9937	13616
Plantactinospora.sp..BB1	17394	11231	39488	19747	15827	14511	6264	9429
Plantactinospora.sp..BC1	17504	11896	41789	20978	16864	14560	6342	9943
Couchioplanes.caeruleus	41763	33546	91553	95098	33529	59654	35256	33925
Dactylosporangium.vinaceum	35511	25091	83064	44308	33971	36987	15196	22406
Catellatospora.sp..IY07.71	34140	23215	83507	37877	31012	29689	12662	19769
Actinocatenispora.thailandica	16177	10474	39450	19605	17378	15520	6853	10125
Actinocatenispora.sera	15820	10343	38970	18726	16810	14934	6786	10071
Polymorphospora.rubra	24609	17731	57822	32646	23650	22524	10170	15383
Natronosporangium.hydrolyticum	10991	8399	34550	13291	13466	9774	4506	12034
Verrucosispora.sp..NA02020	13869	10000	34587	18763	14809	13783	5978	9560
Salinispora.tropica	7222	4988	17430	9128	7335	6850	3248	4530
Geodermatophilus.obscurus	331169	222935	567193	926277	304539	904844	285652	207192
Blastococcus.sp..PRF04.17	106217	43073	127720	256212	53491	145097	57602	49341
Blastococcus.saxobsidens	78528	33536	102479	189770	46157	119266	45068	38030
Modestobacter.marinus	68776	32200	104236	165608	48422	122034	45923	34797
Modestobacter.sp..L9.4	43536	20188	65547	108463	30142	77507	28548	22243
Jiangella.sp..DSM.45060	49290	16072	67780	27780	28106	19711	8934	16189
Jiangella.alkaliphila	45813	15975	67059	27181	27496	19251	8537	16085
Actinomyces.sp..oral.taxon.414	3748	2267	9373	4537	4280	3638	1492	2514
Actinomyces.sp..MAS.1	2645	1506	6483	3073	3091	2298	1014	1644
Actinomyces.sp..Z16	2448	1540	5687	2911	2809	2244	1044	1559
Actinomyces.sp..Chiba101	2430	1422	5488	2820	2616	2048	894	1504
Actinomyces.sp..432	1735	1046	4116	2084	1982	1631	730	1114
Actinomyces.sp..oral.taxon.171	1354	891	3295	1769	1570	1246	550	912
Actinomyces.sp..oral.taxon.169	1199	808	2792	1444	1253	1093	538	767
Actinomyces.sp..oral.taxon.897	1541	926	3659	1768	1683	1290	580	951
Actinomyces.sp..HMT897	1451	764	3257	1760	1585	1374	472	855
Actinomyces.sp..HMT.175	1209	854	3166	1386	1565	1176	465	833
Actinomyces.radicidentis	5022	3474	12767	6561	5923	4846	2246	3398
Actinomyces.howellii	3469	2153	8365	4307	3871	3199	1460	2206
Actinomyces.slackii	2526	1527	6170	2873	2795	2114	961	1670
Actinomyces.respiraculi	2612	1632	6303	3162	2874	2468	1078	1654
Actinomyces.procaprae	2558	1556	6372	3092	2977	2302	1003	1675
Actinomyces.weissii	1881	1096	4437	2057	2040	1519	650	1230
Actinomyces.viscosus	2161	1284	5477	2716	2493	1961	827	1290
Actinomyces.faecalis	1728	1124	4136	2049	1999	1572	775	1103
Actinomyces.qiguomingii	1600	943	3992	1812	2036	1441	564	1090
Actinomyces.naeslundii	1846	1190	4674	2383	2286	1839	771	1226
Actinomyces.wuliandei	1427	863	3255	1621	1558	1258	582	881
Actinomyces.marmotae	1638	1094	4106	2286	2002	1790	719	1057
Actinomyces.oris	3698	2445	9500	4502	4330	3522	1604	2551
Actinomyces.gaoshouyii	1508	950	3828	1938	1773	1462	692	969
Actinomyces.lilanjuaniae	1094	703	2749	1292	1289	953	413	709
Actinomyces.trachealis	813	507	1888	877	936	738	323	541
Actinomyces.pacaensis	181	161	647	210	280	165	0	173
Schaalia.odontolytica	2194	1354	5707	2671	2589	2101	970	1536
Schaalia.sp..19OD2882	1400	915	3633	1668	1724	1211	594	977
Schaalia.sp..JY.X169	333	273	966	394	432	287	151	267
Schaalia.sp..ZJ405	237	200	823	286	370	223	123	205
Schaalia.meyeri	994	726	2712	1269	1233	999	424	768
Schaalia.cardiffensis	558	449	1467	615	683	513	228	443
Schaalia.turicensis	351	313	1172	470	603	334	259	389
Flaviflexus.salsibiostraticola	1974	1321	5119	2389	2585	1774	840	1435
Flaviflexus.sp..dk850	943	745	2879	1173	1375	914	465	824
Flaviflexus.ciconiae	635	436	1671	708	790	551	292	460
Trueperella.pecoris	1482	1045	4173	1859	2012	1444	738	1212
Trueperella.pyogenes	1135	950	3532	1473	1567	1157	646	956
Trueperella.bialowiezensis	516	369	1496	638	683	558	248	410
Pauljensenia.hongkongensis	1896	1338	5031	2617	2485	1852	917	1414
Nanchangia.anserum	1339	1074	3782	1666	1782	1353	698	1050
Actinotignum.schaalii	617	398	1512	686	661	554	200	448
Actinobaculum.sp..313	504	404	1410	550	638	447	179	378
Arcanobacterium.haemolyticum	157	0	466	248	232	198	0	0
Changpingibacter.yushuensis	330	323	1085	399	494	295	166	295
Mobiluncus.curtisii	256	213	794	276	409	213	166	271
Boudabousia.tangfeifanii	120	127	376	119	163	0	0	0
Frankia.inefficax	19180	12821	47751	22484	21617	17313	7869	12110
Frankia.sp..QA3	10745	6814	26351	12901	12107	9949	4367	6725
Frankia.sp..ArI3	9560	5722	23206	11402	10791	8798	3961	5871
Candidatus.Frankia.datiscae	8389	5549	20494	9649	9439	7570	3547	5346
Frankia.alni	10883	6834	26641	13156	12321	10210	4438	6405
Frankia.casuarinae	6468	4286	16339	7771	7849	6199	2940	4313
Nakamurella.multipartita	11775	7724	28539	13467	12915	11059	5216	8808
Nakamurella.panacisegetis	6222	3806	14633	7248	6556	5769	2711	3910
Nakamurella.sp..PAMC28650	5321	3289	13281	6380	6010	4999	2292	3371
Nakamurella.antarctica	880	688	2347	1075	1080	882	435	659
Bifidobacterium.choerinum	2370	1964	7080	3280	3343	2440	1189	2006
Bifidobacterium.pseudolongum	2231	1927	6851	3068	3266	2220	1059	1870
Bifidobacterium.longum	3392	3602	12404	4865	6006	3478	2297	4692
Bifidobacterium.scardovii	1798	1235	5054	2375	2393	1821	814	1365
Bifidobacterium.pullorum	1461	1153	3971	1828	1959	1315	654	1156
Bifidobacterium.bifidum	1373	1197	5545	1697	2646	1281	679	1131
Bifidobacterium.adolescentis	1095	797	2941	1360	1347	923	447	712
Bifidobacterium.subtile	909	681	2684	1103	1301	851	409	753
Bifidobacterium.animalis	1629	2864	5120	1970	2451	1362	696	1602
Bifidobacterium.breve	3005	952	4019	1596	1580	2850	612	887
Bifidobacterium.asteroides	760	570	2153	889	996	678	319	540
Bifidobacterium.lemurum	800	573	2209	1046	1118	796	386	565
Bifidobacterium.eulemuris	742	500	2164	1006	919	653	325	584
Bifidobacterium.thermophilum	586	511	1684	645	756	553	262	504
Bifidobacterium.dentium	506	402	1387	582	664	473	245	348
Bifidobacterium.actinocoloniiforme	491	398	1377	653	639	494	219	350
Bifidobacterium.angulatum	513	393	1446	637	688	428	200	425
Bifidobacterium.catenulatum	540	498	1852	791	786	448	269	488
Bifidobacterium.pseudocatenulatum	349	406	1331	575	615	304	212	381
Bifidobacterium.saguini	180	0	570	238	251	147	0	147
Bifidobacterium.imperatoris	159	158	491	206	298	142	0	157
Parascardovia.denticolens	372	371	1068	406	517	303	158	301
Catenulispora.acidiphila	15302	9729	37200	17806	16740	13735	6202	9562
Stackebrandtia.nassauensis	10088	5912	23582	11013	10340	8300	3545	5918
Natronoglycomyces.albus	1438	862	3384	1419	1511	1083	475	883
Kineococcus.radiotolerans	12154	7385	26973	16373	12541	12785	5666	9800
Jatrophihabitans.sp..GAS493	5173	3236	12404	6336	5489	5208	2766	3110
Jatrophihabitans.telluris	4983	3105	12060	6206	5593	5072	2671	3173
Actinopolyspora.erythraea	6647	3269	12441	6233	5968	4593	2104	3234
Epidermidibacterium.keratini	6184	4407	16602	8630	7444	6514	2951	4437
Acidothermus.cellulolyticus	2596	1914	7280	3005	3486	2365	1253	1951
Rubrobacter.tropicus	107408	26242	159219	94331	88388	104162	62239	29400
Rubrobacter.xylanophilus	105480	30604	183034	79925	109689	92973	56782	37798
Rubrobacter.marinus	76353	20844	122196	66717	72726	80420	48789	24771
Rubrobacter.radiotolerans	26552	7338	44234	22668	25341	25658	14866	9042
Rubrobacter.indicoceani	13890	3900	23413	11721	13289	13771	8064	4619
Baekduia.soli	86812	32520	190027	104737	91327	99257	51178	35259
Conexibacter.sp..SYSU.D00693	117655	41277	234025	144583	111986	124574	66969	45645
Conexibacter.sp..DBS9H8	23501	9576	55854	27122	27290	24298	12484	10566
Conexibacter.sp..S30A1	22905	9738	56211	25818	27783	23337	12380	10270
Conexibacter.woesei	128816	46600	264512	132683	126918	119014	60918	50467
Miltoncostaea.marina	25339	13916	65453	27776	32942	23033	12523	15679
Miltoncostaea.oceani	22370	11962	55255	23479	27775	19729	10533	12975
Aquihabitans.sp..G128	26453	22028	69394	29081	29586	19027	8275	21456
Aquihabitans.sp..Kera.3	24219	19382	63277	27275	27908	18414	8295	18954
Iamia.sp..SCSIO.61187	29040	25295	75588	31604	32318	21978	8937	28272
Actinomarinicola.tropica	27905	21928	67795	29294	30038	18899	8533	22288
Ilumatobacter.coccineus	10357	7006	24139	9854	10498	6903	3427	6970
Acidimicrobium.ferrooxidans	3004	2679	9110	3609	4496	2716	1459	2694
Eggerthella.guodeyinii	3041	2122	8700	3932	4004	3016	1360	2131
Eggerthella.lenta	3237	2577	9858	4543	4697	3251	1618	2648
Eggerthella.sp..YY7918	455	429	1360	589	651	467	209	390
Gordonibacter.urolithinfaciens	1965	1373	5557	2563	2626	1988	879	1425
Gordonibacter.pamelaeae	2019	1598	5564	2718	2798	1982	979	1515
Arabiibacter.massiliensis	2811	1905	7563	3587	3607	2707	1294	1955
Adlercreutzia.equolifaciens	1552	1148	4545	2015	2288	1594	691	1155
Adlercreutzia.hattorii	1083	855	3434	1416	1601	1099	580	883
Berryella.intestinalis	1668	1550	5822	2077	2848	1648	916	1557
Raoultibacter.timonensis	1002	931	3425	1428	1545	1053	461	909
Slackia.heliotrinireducens	804	651	2449	1036	1146	853	382	613
Denitrobacterium.detoxificans	499	503	2020	737	847	530	301	510
Olsenella.timonensis	2342	1892	7212	3273	3481	2451	1196	1917
Olsenella.uli	980	809	3134	1296	1374	1012	517	765
Olsenella.sp..oral.taxon.807	732	517	2329	983	1112	766	352	554
Parolsenella.massiliensis	1456	1189	4275	1918	2037	1583	766	1149
Parolsenella.catena	1363	958	4010	1847	1952	1378	724	1045
Thermophilibacter.immobilis	1498	1293	4933	2080	2326	1614	880	1269
Parafannyhessea.umbonata	1580	1478	5261	2299	2697	1683	939	1420
Atopobium.sp..oral.taxon.416	312	261	984	400	467	317	190	230
Collinsella.aerofaciens	2191	1893	7088	2997	3459	2228	1175	1978
Collinsella.stercoris	1389	996	4116	1765	1855	1410	623	1043
Coriobacterium.glomerans	856	625	2396	970	1110	715	345	548
Euzebya.pacifica	11871	8068	32303	13536	16727	9483	4272	9019
Egicoccus.halophilus	11233	8175	32669	12892	17136	10105	4625	13102
Egibacter.rhizosphaerae	10372	7267	31036	11962	17833	8793	4361	8573
Cytobacillus.oceanisediminis	79926	3158	27747	6619	5869	3187	2379	2623
Cytobacillus.firmus	1890	286	1503	249	511	230	254	375
Cytobacillus.ciccensis	1355	451	2443	274	729	433	345	478
Cytobacillus.gottheilii	1098	310	1816	261	533	345	262	354
Cytobacillus.sp..CY.G	866	264	1351	180	450	252	180	330
Cytobacillus.kochii	635	196	1008	143	348	174	161	274
Bacillus.sp..Y1	4600	2207	8140	1248	2907	660	439	2207
Bacillus.sp..S3	2628	961	4670	538	1415	893	751	966
Bacillus.sp..1NLA3E	1690	521	2831	351	1156	499	383	668
Bacillus.sp..FJAT.18017	863	354	1663	250	612	450	519	410
Bacillus.sp..PAMC26568	519	177	940	113	288	143	0	197
Bacillus.sp..JY.23	576	767	2661	236	594	253	219	686
Bacillus.sp..THAF10	443	155	853	0	266	0	0	208
Bacillus.sp..FJAT.42376	449	247	1134	216	375	197	0	334
Bacillus.sp..ZJS3	946	0	823	0	0	784	0	0
Bacillus.sp..KH172YL63	422	262	964	234	357	187	0	312
Bacillus.sp..FJAT.22090	368	0	815	0	229	135	0	164
Bacillus.sp..NSP9.1	287	188	861	246	300	190	121	241
Bacillus.sp..OxB.1	298	264	839	206	349	231	168	256
Bacillus.sp..SB49	232	161	611	166	269	136	0	252
Bacillus.sp..M4U3P1	207	0	483	0	240	0	0	130
Bacillus.sp..N1.1	323	0	657	0	315	0	0	0
Bacillus.sp..Cs.700	261	0	586	0	0	0	0	0
Bacillus.paralicheniformis	5802	1158	10116	3540	2600	824	369	1111
Bacillus.subtilis	33532	15116	68679	13876	13184	3975	3041	14374
Bacillus.spizizenii	4153	1008	5836	1746	0	0	0	604
Bacillus.velezensis	3895	4268	12811	3309	5315	3205	0	3570
Bacillus.amyloliquefaciens	3183	0	11185	2894	4083	0	0	3485
Bacillus.vallismortis	628	373	1812	891	432	0	0	270
Bacillus.mojavensis	350	0	716	0	248	0	0	0
Bacillus.licheniformis	1528	0	3793	1065	9418	0	0	0
Bacillus.atrophaeus	590	0	4112	0	378	0	0	381
Bacillus.tequilensis	267	0	545	0	0	0	0	0
Bacillus.cereus	20931	25401	67559	13934	20677	19938	13059	21711
Bacillus.thuringiensis	13514	16350	50134	4572	9831	4238	6137	17345
Bacillus.mycoides	1292	780	3224	405	1045	589	701	917
Bacillus.pseudomycoides	736	508	2268	208	706	318	192	630
Bacillus.cytotoxicus	640	451	1694	0	465	172	186	439
Bacillus.wiedmannii	476	0	782	0	0	0	0	0
Bacillus.luti	206	0	403	0	0	0	0	0
Bacillus.anthracis	5773	0	8425	0	0	0	0	0
Bacillus.infantis	2647	645	3371	1429	1493	1097	821	776
Bacillus.weihaiensis	1280	300	1643	206	533	172	0	418
Bacillus.dafuensis	1192	396	2133	294	668	384	333	558
X.Brevibacterium..frigoritolerans	1237	493	2740	307	734	859	513	583
Bacillus.methanolicus	939	469	2045	224	617	348	273	434
Bacillus.gobiensis	604	314	1319	158	544	141	0	363
Bacillus.glycinifermentans	605	511	1790	501	698	401	277	486
Bacillus.pumilus	795	497	2592	351	716	355	258	744
Bacillus.aquiflavi	550	161	971	0	279	146	149	315
Bacillus.safensis	845	1010	2956	251	609	357	310	883
Bacillus.badius	442	322	1240	237	413	273	210	416
Bacillus.shivajii	300	0	564	0	202	119	0	209
Bacillus.smithii	386	0	849	192	350	0	0	297
Bacillus.fonticola	279	137	606	0	196	0	0	229
Bacillus.altitudinis	621	0	22028	0	578	0	0	5246
Bacillus.rugosus	235	0	552	0	0	0	0	0
Bacillus.cabrialesii	220	0	561	0	0	0	0	0
Bacillus.haynesii	354	0	0	0	0	0	0	0
Priestia.filamentosa	28749	2387	11374	3982	2717	1176	474	1920
Priestia.megaterium	35828	28118	85948	14450	24692	25359	18298	28506
Priestia.flexa	649	324	1432	173	416	231	0	403
Priestia.koreensis	524	291	1385	172	389	150	0	334
Priestia.aryabhattai	3246	2065	6523	1111	1964	1753	844	1991
Mesobacillus.foraminis	27695	2883	21200	14377	7230	4068	2908	2922
Mesobacillus.sp..S13	1013	312	1600	796	510	754	469	346
Mesobacillus.jeotgali	982	297	1450	678	459	480	463	366
Metabacillus.sp..KUDC1714	10340	2215	12549	1246	2928	661	414	2262
Metabacillus.sp..B2.18	2103	350	2269	265	707	0	0	515
Metabacillus.sp..cB07	573	229	1024	219	349	234	152	249
Metabacillus.sediminilitoris	6417	1770	9938	702	2473	641	465	1913
Metabacillus.litoralis	2871	829	4184	743	875	629	299	876
Metabacillus.dongyingensis	1004	364	1957	237	582	241	209	458
Metabacillus.endolithicus	1635	323	1848	241	578	0	0	392
Neobacillus.drentensis	3089	1063	6057	651	2317	3127	1469	1281
Neobacillus.mesonae	1798	555	2875	385	1106	623	514	624
Geobacillus.subterraneus	1375	1266	3727	1522	2179	1414	703	1310
Geobacillus.genomosp..3	594	535	1788	610	784	530	296	537
Geobacillus.sp..46C.IIa	395	330	911	443	532	303	0	293
Geobacillus.stearothermophilus	1150	1112	2531	1469	1706	1034	704	1084
Geobacillus.thermocatenulatus	405	423	951	486	651	409	0	425
Lysinibacillus.sp..SGAir0095	645	511	2453	228	397	361	393	463
Lysinibacillus.sp..PLM2	462	323	1334	0	294	192	0	248
Lysinibacillus.sp..CD3.6	262	0	598	0	210	0	0	171
Lysinibacillus.sp..Ag94	204	0	389	0	0	0	0	0
Lysinibacillus.sp..2017	217	0	750	0	0	0	0	0
Lysinibacillus.timonensis	962	669	3894	321	507	226	0	310
Lysinibacillus.fusiformis	608	442	1264	0	387	378	0	393
Lysinibacillus.sphaericus	506	0	1005	0	317	0	0	308
Lysinibacillus.parviboronicapiens	223	0	592	0	187	0	0	0
Lysinibacillus.agricola	215	0	494	0	172	0	0	0
Alkalihalobacillus.clausii	3009	447	4489	2384	534	246	0	929
Alkalihalobacillus.krulwichiae	477	169	952	142	371	179	158	296
Alkalihalobacillus.sp..LMS39	358	134	711	0	270	0	0	226
Peribacillus.asahii	1509	829	4848	316	1122	609	455	814
Peribacillus.simplex	1087	561	2698	319	831	388	301	619
Peribacillus.butanolivorans	648	275	1444	175	403	195	169	337
Peribacillus.psychrosaccharolyticus	460	209	895	0	324	158	151	229
Peribacillus.muralis	327	192	771	125	260	138	0	210
Hydrogenibacillus.sp..N12	2820	2357	8896	3799	4402	2782	1537	2633
Anoxybacillus.sediminis	1243	1191	4192	1569	2063	1256	684	1194
Anoxybacillus.flavithermus	634	436	1793	280	584	313	0	533
Anoxybacillus.caldiproteolyticus	320	191	782	0	231	0	0	232
Anoxybacillus.amylolyticus	281	153	814	150	280	138	0	224
Niallia.sp..Man26	1236	885	4066	413	834	643	371	1103
Niallia.circulans	1200	385	2649	322	642	338	293	499
Virgibacillus.sp..Bac332	268	137	482	0	185	0	0	383
Virgibacillus.sp..MSP4.1	216	0	498	0	166	0	0	240
Virgibacillus.sp..NKC19.16	186	0	472	0	170	0	0	473
Virgibacillus.sp..SK37	322	0	570	0	0	0	0	342
Virgibacillus.necropolis	324	0	647	0	235	0	0	301
Virgibacillus.phasianinus	222	0	487	0	169	0	0	314
Virgibacillus.halodenitrificans	373	308	749	0	384	0	0	402
Sutcliffiella.cohnii	1007	433	2189	1103	798	4401	2102	456
Sutcliffiella.horikoshii	699	258	1496	239	504	252	173	349
Fictibacillus.arsenicus	999	145	754	123	426	0	0	237
Fictibacillus.phosphorivorans	444	0	568	0	226	0	0	145
Parageobacillus.caldoxylosilyticus	350	267	974	281	374	264	0	336
Parageobacillus.thermoglucosidasius	372	272	1107	254	432	257	0	349
Parageobacillus.toebii	349	220	877	0	377	0	0	221
Parageobacillus.genomosp..1	269	174	857	193	318	156	0	205
Parageobacillus.sp..KH3.4	220	157	647	0	266	0	0	182
Heyndrickxia.oleronia	874	407	1802	204	586	228	200	407
Heyndrickxia.vini	649	174	1010	161	335	183	147	273
Halobacillus.sp..SSTM10.2	223	0	515	0	204	0	0	210
Halobacillus.sp..SSHM10.5	214	0	489	0	176	0	0	192
Halobacillus.sp..SSBR10.3	178	0	563	0	191	0	0	208
Halobacillus.mangrovi	172	0	376	0	195	0	0	185
Halobacillus.litoralis	161	0	418	0	183	0	0	200
Halobacillus.halophilus	198	0	373	0	150	0	0	193
Terribacillus.goriensis	820	916	5434	463	417	198	181	420
Terribacillus.aidingensis	188	0	560	0	165	0	0	148
Rossellomorea.marisflavi	679	506	1864	512	782	465	326	563
Rossellomorea.vietnamensis	365	192	876	196	365	186	0	254
Gracilibacillus.sp..SSWR10.1	248	0	432	0	159	0	0	182
Gracilibacillus.sp..SSPM10.3	245	0	512	0	163	0	0	431
Gracilibacillus.salitolerans	384	223	1056	227	422	131	0	701
Oceanobacillus.zhaokaii	381	163	802	137	271	176	140	401
Oceanobacillus.kimchii	256	174	1021	0	405	0	0	327
Oceanobacillus.iheyensis	162	0	332	0	0	0	0	252
Psychrobacillus.sp..INOP01	322	0	573	0	212	0	0	167
Psychrobacillus.glaciei	309	0	641	0	255	0	0	187
Weizmannia.coagulans	716	553	2110	578	885	466	356	708
Salicibibacter.halophilus	173	160	520	168	204	0	0	254
Salicibibacter.cibarius	145	140	465	0	185	0	0	225
Salicibibacter.kimchii	122	121	428	132	171	0	0	160
Gottfriedia.acidiceleris	612	313	1347	165	425	216	141	382
Radiobacillus.sp..80	282	0	543	0	177	0	0	208
Radiobacillus.deserti	238	0	386	0	153	0	0	212
Lederbergia.lenta	503	169	932	136	297	168	0	253
Pontibacillus.sp..HMF3514	237	0	464	0	192	0	0	210
Pontibacillus.sp..ALD_SL1	205	0	463	0	163	0	0	134
Salisediminibacterium.selenitireducens	209	211	802	237	400	195	0	257
Salisediminibacterium.beveridgei	191	144	582	170	236	147	0	169
Anaerobacillus.isosaccharinicus	385	149	869	123	314	131	0	240
Lentibacillus.amyloliquefaciens	181	198	777	0	192	0	0	600
Lentibacillus.sp..CBA3610	158	170	931	0	172	0	0	918
Pradoshia.sp..D12	364	162	881	0	245	132	0	180
Aeribacillus.pallidus	405	230	918	0	321	178	0	333
Alkalihalophilus.pseudofirmus	310	0	639	0	229	124	0	179
Evansella.cellulosilytica	286	0	589	0	203	132	0	164
Halalkalibacterium.halodurans	383	262	952	182	344	199	0	600
Mangrovibacillus.cuniculi	327	0	814	0	280	0	0	180
Caldibacillus.thermoamylovorans	290	179	825	0	258	0	0	347
Caldalkalibacillus.thermarum	236	180	730	178	323	151	0	355
Paraliobacillus.zengyii	227	0	371	0	131	0	0	183
